,Compound Score,Date,Negative Score,Neutral Score,Positive Score,Screen Name,Tweet,Tweets Ago
289,-0.6124,2018-06-03 04:03:05+00:00,0.327,0.545,0.129,CBSNews,"Chicago schools failed to protect students sexually abused by employees, report says https://t.co/B1uFRtT2MO https://t.co/qhCBNKI8TH",90
290,-0.296,2018-06-03 03:48:04+00:00,0.121,0.879,0.0,CBSNews,"Sheriff: Suspect in disappearance of Fla. mom has had 18 aliases, lived in 33 cities https://t.co/Sck0OybMEg https://t.co/1aWqD5lzBE",91
291,0.4939,2018-06-03 03:33:04+00:00,0.0,0.686,0.314,CBSNews,Benedict Cumberbatch praised for tackling mugger https://t.co/j6NLmaAJWO https://t.co/dh9dV8sh7Q,92
292,-0.1027,2018-06-03 03:18:04+00:00,0.104,0.896,0.0,CBSNews,Who will pay for King Jong Un's hotel stay in Singapore? https://t.co/MRoeTLsXA3 https://t.co/db6iTcti3K,93
293,-0.8625,2018-06-03 03:03:05+00:00,0.462,0.538,0.0,CBSNews,U.S. citizen killed in Nicaragua amid violence and social unrest https://t.co/6EsQdBLSa8 https://t.co/vAOVvyB8T5,94
294,0.0,2018-06-03 02:48:05+00:00,0.0,1.0,0.0,CBSNews,Santa Fe High School students graduate two weeks after deadly mass shooting https://t.co/hubWCfgeHj https://t.co/LJBOMPJNfM,95
295,0.0,2018-06-03 02:33:05+00:00,0.0,1.0,0.0,CBSNews,"Small plane with 4 on board crashes off New York's Long Island, FAA says https://t.co/mNREjKjUmx https://t.co/ihrVzsE2yO",96
296,0.0,2018-06-03 02:18:04+00:00,0.0,1.0,0.0,CBSNews,President Trump hints at longer path for North Korea to denuke https://t.co/rhd5rn8ffW https://t.co/mKcpss9fH1,97
297,0.1531,2018-06-03 02:03:03+00:00,0.0,0.909,0.091,CBSNews,"Attorney: $4 verdict meant to ""punish"" family of man shot by police in his garage https://t.co/IW0kmZ60cC https://t.co/L6YR53LSm6",98
298,-0.8225,2018-06-03 01:39:32+00:00,0.322,0.678,0.0,CBSNews,"Officials report a hang glider was killed in an accident at the ""Gunfighter Skies Air &amp; Space Celebration""… https://t.co/4HmbdoRybM",99
299,-0.8225,2018-06-03 01:19:36+00:00,0.398,0.602,0.0,CBSNews,A driver faces manslaughter charges after she struck and killed a 68-year-old man at a Maine baseball field.… https://t.co/h4Eb9D84JX,100
300,0.0,2018-06-04 02:07:33+00:00,0.0,1.0,0.0,nytimes,"RT @nickconfessore: NEW: After Cambridge Analytica, Facebook said it had long ago closed off the kind of broad data-sharing Cambridge used…",1
301,0.4767,2018-06-04 02:04:13+00:00,0.0,0.866,0.134,nytimes,"Facebook let Apple, Samsung and other device makers tap into the data of users and their friends, raising new conce… https://t.co/MxhyDQbaGZ",2
302,0.6597,2018-06-04 01:59:02+00:00,0.0,0.795,0.205,nytimes,"RT @tarangoNYT: Democrats in Orange County, California, are counting on immigrants to  help the party pull off, if not quite a blue wave, t…",3
303,0.4588,2018-06-04 01:42:32+00:00,0.0,0.87,0.13,nytimes,"""Kanye West still has a streak of compassion and empathy, in the rare moments when he’s not thinking only of himsel… https://t.co/CneahhQiG2",4
304,0.4019,2018-06-04 01:28:04+00:00,0.0,0.881,0.119,nytimes,"Read the full text of the letter sent by President Trump’s lawyers to the special counsel, Robert Mueller. Our repo… https://t.co/PyATBcRlXV",5
305,0.4588,2018-06-04 01:12:02+00:00,0.125,0.607,0.268,nytimes,"The New York Times's summer reading list is here to browse:
 
Thrillers
Cooking 
True Crime
Movies &amp; TV
Romance
Tra… https://t.co/p8h7Wse551",6
306,0.0,2018-06-04 01:01:31+00:00,0.0,1.0,0.0,nytimes,Slovenia Elections Tilt Another European Country to the Right https://t.co/TFunNGI03j,7
307,0.6486,2018-06-04 00:59:05+00:00,0.0,0.791,0.209,nytimes,"RT @mikiebarb: Tomorrow we begin a powerful five-part, week-long series on The Daily -- like nothing we've done before. It's about a city a…",8
308,0.0,2018-06-04 00:45:04+00:00,0.0,1.0,0.0,nytimes,"RT @NYTSports: Once again, @TheSteinLine and @BenHoffmanNYT bring you their view of the NBA finals in real time. https://t.co/Ls56JcfMOU",9
309,0.0,2018-06-04 00:33:56+00:00,0.0,1.0,0.0,nytimes,Why Is Trump ‘Not Important’ in Mexico Election? All Candidates Are Against Him https://t.co/2u10DZyzrv,10
310,0.1027,2018-06-04 00:32:05+00:00,0.0,0.931,0.069,nytimes,"The New York Times review of ""The President Is Missing,"" a thriller and escapist fairy tale co-written by Bill Clin… https://t.co/5Th4xtlMDL",11
311,-0.4767,2018-06-04 00:29:25+00:00,0.383,0.617,0.0,nytimes,The Shame in Puerto Rico https://t.co/GfovgSUXIe,12
312,0.0,2018-06-04 00:22:53+00:00,0.0,1.0,0.0,nytimes,"Young adults are not only marrying and having children later in life than previous generations, but taking more tim… https://t.co/dO25Frw5jB",13
313,-0.4404,2018-06-04 00:05:38+00:00,0.148,0.786,0.066,nytimes,3 women say they were led to believe the film mogul Harvey Weinstein’s criminal defense firm wanted to represent th… https://t.co/uPZ43CaPRH,14
314,0.4939,2018-06-03 23:50:01+00:00,0.0,0.862,0.138,nytimes,"""When you’re not sitting across from someone, you’re sitting across from the world."" The joys of a table for one in… https://t.co/qyojCy4Jbs",15
315,0.5859,2018-06-03 23:33:57+00:00,0.0,0.725,0.275,nytimes,On Golf: Tiger Woods Didn’t Win Again. But He Will. https://t.co/BeSbKDoH9m,16
316,0.0,2018-06-03 23:15:36+00:00,0.0,1.0,0.0,nytimes,Show Us Your Wall: Andy Warhol in the Powder Room. Christopher Wool on the Floor. https://t.co/2wxCbQvsAb,17
317,0.2516,2018-06-03 23:13:21+00:00,0.071,0.809,0.119,nytimes,There are a few low-tech tricks that can make switching time zones and taking long haul flights a little easier https://t.co/e8pEcqppJu,18
318,-0.5106,2018-06-03 22:56:39+00:00,0.142,0.858,0.0,nytimes,"“If it was 5,000 dogs, there would be outrage. If it was 5,000 blonde-haired, blue-eyed women, there would be outra… https://t.co/rhAvTLU7Xx",19
319,0.0,2018-06-03 22:40:07+00:00,0.0,1.0,0.0,nytimes,N.B.A. Finals 2018: Cavs vs. Warriors Game 2 Updates https://t.co/RwHYfYHo23,20
320,0.2263,2018-06-03 22:27:43+00:00,0.114,0.735,0.151,nytimes,A guilty pleasure for many children of the '90s: A personal pan pizza from Pizza Hut. What corporate delivery pie d… https://t.co/DHDflBQHX5,21
321,-0.25,2018-06-03 22:09:45+00:00,0.667,0.333,0.0,nytimes,Alone https://t.co/G3zzMesQUR,22
322,-0.8225,2018-06-03 22:00:29+00:00,0.432,0.568,0.0,nytimes,A Soldier Died After Racist Hazing. Now His Story Is an Opera. https://t.co/7dHOsbvj6L,23
323,0.3818,2018-06-03 22:00:06+00:00,0.098,0.697,0.205,nytimes,"Sutton Foster: ""Some people are like, 'You sing?' I’m like, 'Yes, I sing.' It drives me crazy. It’s been fascinatin… https://t.co/LPMF0SbInb",24
324,0.6808,2018-06-03 21:46:19+00:00,0.0,0.641,0.359,nytimes,Democrats Hope an Asian Influx Will Help Turn Orange County Blue https://t.co/CbKFAPnsc7,25
325,-0.5574,2018-06-03 21:45:04+00:00,0.153,0.847,0.0,nytimes,"After an already rickety launch, “Solo: A Star Wars Story” took a nose-dive at the box office in its second week in… https://t.co/YB3U7nN12y",26
326,0.8225,2018-06-03 21:30:09+00:00,0.0,0.619,0.381,nytimes,"The economy is in a sweet spot, with steady growth and broad improvement in the labor market https://t.co/lnbaMQMJn7",27
327,0.0,2018-06-03 21:23:21+00:00,0.0,1.0,0.0,nytimes,"RT @marclacey: As California prepares to vote Tuesday, may I introduce our stellar team of NYT national correspondents based there: @adamna…",28
328,0.0,2018-06-03 21:15:06+00:00,0.0,1.0,0.0,nytimes,Here are some recommendations if you're wondering what to watch for the remainder of your weekend https://t.co/t90PQMmD9D,29
329,-0.1779,2018-06-03 21:07:06+00:00,0.091,0.909,0.0,nytimes,"“Something weird happened,” the president of the Yosemite Climbing Association said of the deadly fall. “There’s no… https://t.co/7ZRLy1P8FJ",30
330,0.1779,2018-06-03 21:00:10+00:00,0.0,0.909,0.091,nytimes,"Michael Lewis is part of a growing group of A-list authors bypassing print and releasing audiobook originals, hopin… https://t.co/hom5zHaSrr",31
331,-0.7351,2018-06-03 20:51:06+00:00,0.323,0.677,0.0,nytimes,“Here was Sherlock Holmes fighting off 4 attackers just round the corner from Baker Street.” https://t.co/RUl2gLJPNc,32
332,0.0,2018-06-03 20:45:10+00:00,0.0,1.0,0.0,nytimes,Here are some ideas for what to cook this week https://t.co/haDa1gX5yS,33
333,-0.34,2018-06-03 20:37:04+00:00,0.174,0.714,0.112,nytimes,"Nearly 4 years after the chokehold death of Eric Garner and vows of greater transparency, the disciplinary history… https://t.co/G0ckyXzyXR",34
334,-0.3182,2018-06-03 20:30:12+00:00,0.095,0.905,0.0,nytimes,"How Marc Jacobs fell out of fashion: He left Louis Vuitton, shrunk his business, shut most of his stores and lost h… https://t.co/wi2WV98nsj",35
335,0.0,2018-06-03 20:22:05+00:00,0.0,1.0,0.0,nytimes,"“I wanted to cry,” said the chief of orthopedic service at a hospital in Afghanistan, where 7 children were brought… https://t.co/oI62AFfbTw",36
336,0.802,2018-06-03 20:15:06+00:00,0.076,0.56,0.364,nytimes,"Disappear into a thriller, a romance, a cookbook or the great outdoors: Our summer reading guide has books for ever… https://t.co/uWhmLeklN3",37
337,0.0,2018-06-03 20:00:17+00:00,0.0,1.0,0.0,nytimes,"In the absence of a customs union, every single one of the thousands of trucks that pass through the British port a… https://t.co/ZRczelRCB9",38
338,-0.4404,2018-06-03 19:45:07+00:00,0.148,0.786,0.066,nytimes,3 women say they were led to believe the film mogul Harvey Weinstein’s criminal defense firm wanted to represent th… https://t.co/9SKeoleTIZ,39
339,0.4588,2018-06-03 19:37:07+00:00,0.0,0.87,0.13,nytimes,"""Kanye West still has a streak of compassion and empathy, in the rare moments when he’s not thinking only of himsel… https://t.co/rEeoa7jZ5w",40
340,-0.376,2018-06-03 19:30:01+00:00,0.145,0.855,0.0,nytimes,"Planning the details of the Tump-Kim summit is very, very tricky: Who will enter the room first? Who will pay for t… https://t.co/safgULgK3j",41
341,-0.3612,2018-06-03 19:15:05+00:00,0.175,0.717,0.108,nytimes,Security officials said a boat had been packed with about 180 migrants. Dozens drowned when the boat capsized. https://t.co/TDcJobhcb3,42
342,-0.6486,2018-06-03 19:00:18+00:00,0.212,0.788,0.0,nytimes,"Steven Pitt, a high-profile forensic psychiatrist, was shot dead on Thursday. Less than 24 hours later, 2 paralegal… https://t.co/Zy1uG2juvN",43
343,0.1027,2018-06-03 18:56:46+00:00,0.0,0.949,0.051,nytimes,"RT @melbournecoal: The NYT is on the ground in districts across CA as we await the primary. I’ll be in CA-25, just north of LA, where 4 Dem…",44
344,-0.4404,2018-06-03 18:45:02+00:00,0.182,0.818,0.0,nytimes,"RT @Watching: Are you already mourning ""The Americans""? Here's what to watch next: https://t.co/l1VuxJGS6k",45
345,0.0,2018-06-03 18:30:11+00:00,0.0,1.0,0.0,nytimes,"In Opinion

Op-Ed contributor Steve Kettmann writes, ""California doesn’t just oppose Mr. Trump; it offers a better… https://t.co/VPTf7Lv2JY",46
346,0.1531,2018-06-03 18:20:35+00:00,0.0,0.922,0.078,nytimes,"RT @amyfiscus: Even when dealers are caught selling guns illegally, they routinely go unpunished by the ATF. @AliWatkins scoop https://t.co…",47
347,-0.5256,2018-06-03 18:15:06+00:00,0.159,0.841,0.0,nytimes,It was Christmas Day when the 34-year-old woman acknowledged that something was really wrong. She realized she was… https://t.co/MFg0zYKT3x,48
348,0.4404,2018-06-03 18:00:19+00:00,0.108,0.69,0.202,nytimes,Use your day off to catch up on some great reads you may have missed https://t.co/5F6T7xur5r,49
349,0.0,2018-06-03 17:45:07+00:00,0.0,1.0,0.0,nytimes,RT @marclacey: ¿Quedarse o partir? Dos puertorriqueñas frente a una decisión https://t.co/RbZu1aWLxe via @nytimesES,50
350,0.2023,2018-06-03 17:30:14+00:00,0.0,0.833,0.167,nytimes,"Here are the week’s top stories, and a look ahead https://t.co/UR0Y41WK6r",51
351,-0.802,2018-06-03 17:15:12+00:00,0.286,0.714,0.0,nytimes,"The London police have blamed a bleak rap genre, drill, for a rise in violence. They've gotten YouTube to take down… https://t.co/iR5NgPyLaF",52
352,-0.5106,2018-06-03 17:00:09+00:00,0.142,0.858,0.0,nytimes,"“If it was 5,000 dogs, there would be outrage. If it was 5,000 blonde-haired, blue-eyed women, there would be outra… https://t.co/79qhh12yVB",53
353,0.4767,2018-06-03 16:45:08+00:00,0.0,0.846,0.154,nytimes,"In Opinion

Op-Ed columnist @MaureenDowd writes that Obama ""pushed aside his loyal vice president, who was consider… https://t.co/RRwfLvDAAj",54
354,0.0,2018-06-03 16:30:03+00:00,0.0,1.0,0.0,nytimes,"RT @NYTSports: The Warriors' explosive third-quarter runs have become a phenomenon, and nobody knows quite what to make of it. But a closer…",55
355,0.3818,2018-06-03 16:15:06+00:00,0.0,0.88,0.12,nytimes,"On Saturday, Pedro Sánchez was sworn in as Spain’s new prime minister, a stunning and rapid turnaround for a man wh… https://t.co/jZSHt2632n",56
356,-0.7351,2018-06-03 16:00:09+00:00,0.286,0.616,0.098,nytimes,"“He told me nobody would help me, because I don’t have papers."" Reports of domestic violence and sexual assault in… https://t.co/SLrX3XxChn",57
357,-0.2565,2018-06-03 15:45:05+00:00,0.213,0.663,0.124,nytimes,Beijing officials refused to pledge any additional purchases from the United States without an American agreement t… https://t.co/gLfzlTqbVa,58
358,0.0,2018-06-03 15:30:16+00:00,0.0,1.0,0.0,nytimes,"If nothing else, Jon Tester is incautious, at least compared to most of the other Senate Democrats up for re-electi… https://t.co/1H8ThOZLrm",59
359,0.0,2018-06-03 15:15:09+00:00,0.0,1.0,0.0,nytimes,"President Bashar al-Assad of Syria plans to visit North Korea’s leader, Kim Jong-un, the North’s state-run news med… https://t.co/le82t3KpYc",60
360,0.7845,2018-06-03 15:00:08+00:00,0.0,0.669,0.331,nytimes,RT @marclacey: “Editor’s note: This article was published without a byline and photo credits to protect the journalist’s safety. “ https://…,61
361,-0.7269,2018-06-03 14:45:07+00:00,0.253,0.747,0.0,nytimes,Widely different estimates of Hurricane Maria’s death toll in Puerto Rico have led to confusion. Here is a guide to… https://t.co/Ido3ZF11in,62
362,-0.6597,2018-06-03 14:30:02+00:00,0.196,0.804,0.0,nytimes,"Many women with breast cancer can skip chemotherapy, a study found. “We can spare thousands and thousands of women… https://t.co/TXDafLWE2D",63
363,0.0,2018-06-03 14:20:03+00:00,0.0,1.0,0.0,nytimes,"RT @marclacey: California is about to hold a key primary election that will affect the direction of the state, and the nation. To follow ou…",64
364,-0.3818,2018-06-03 14:12:01+00:00,0.126,0.874,0.0,nytimes,"A 20-page letter from President Trump's lawyers to Robert Mueller, obtained by The New York Times, argues that the… https://t.co/ybw1yuh4Md",65
365,0.0,2018-06-03 13:57:04+00:00,0.0,1.0,0.0,nytimes,We invited a group of New York Times journalists who happen to possess the anatomy in question to pick apart the co… https://t.co/o9IMFDmzmK,66
366,0.0,2018-06-03 13:39:38+00:00,0.0,1.0,0.0,nytimes,Assad Said to Plan Meeting With North Korea’s Leader https://t.co/Lfku9w7iWs,67
367,0.4939,2018-06-03 13:30:07+00:00,0.0,0.811,0.189,nytimes,Writers like Ada Calhoun and Michael Lewis are part of a growing group of A-list authors bypassing print and releas… https://t.co/vNfOz6tiwD,68
368,0.0,2018-06-03 13:06:33+00:00,0.0,1.0,0.0,nytimes,"Pedro Sánchez, Spain’s New Leader, Returns From the Political Wilderness https://t.co/BLmg6gtKqj",69
369,-0.34,2018-06-03 13:00:05+00:00,0.112,0.888,0.0,nytimes,Trump often points out that his predecessors left him the “mess” of a nuclear-armed North Korea — errors he vows no… https://t.co/xN3F5jDRN3,70
370,0.0,2018-06-03 12:48:15+00:00,0.0,1.0,0.0,nytimes,The Californization of America https://t.co/Ic8wgrjwnB,71
371,0.4995,2018-06-03 12:30:06+00:00,0.0,0.818,0.182,nytimes,"Vancouver real estate is so expensive that politicians want to tax it into submission, and many homeowners are OK w… https://t.co/WZ38GOGxhT",72
372,0.5106,2018-06-03 12:00:13+00:00,0.0,0.852,0.148,nytimes,"Scott Pruitt, who has reversed Obama-era EPA rules, enjoys cozy ties with a coal baron who got him a superfan exper… https://t.co/lWerrCr42b",73
373,-0.3612,2018-06-03 11:45:30+00:00,0.254,0.578,0.168,nytimes,Good News for Women With Breast Cancer: Many Don’t Need Chemo https://t.co/L9or3uc4Is,74
374,0.0,2018-06-03 11:30:10+00:00,0.0,1.0,0.0,nytimes,This past week brought 2 developments that could prove pivotal in November for Senate Republicans  https://t.co/tLrn1nA5Mi,75
375,0.5994,2018-06-03 11:00:05+00:00,0.0,0.776,0.224,nytimes,The top candidates for California governor grapple with the popularity of Jerry Brown and their own indiscretions a… https://t.co/QXlrM8epcL,76
376,0.4215,2018-06-03 10:52:43+00:00,0.0,0.781,0.219,nytimes,Saudi Arabia Names New Ministers Close to Powerful Crown Prince https://t.co/E1QekZjpCE,77
377,0.0,2018-06-03 10:38:30+00:00,0.0,1.0,0.0,nytimes,Encounters: This Harry Potter Uses a Bow and Arrow. Not a Wand. https://t.co/2KLyUDzJKw,78
378,0.0,2018-06-03 10:36:15+00:00,0.0,1.0,0.0,nytimes,"Sunday Routine: How Angela Goding, of MoMA PS1, Spends Her Sundays https://t.co/BDaXC9Lkdr",79
379,0.2716,2018-06-03 10:30:08+00:00,0.0,0.87,0.13,nytimes,Will a Canadian version of Donald Trump become leader of the country's most important province? https://t.co/i1gLYTDIsg,80
380,0.6369,2018-06-03 10:00:16+00:00,0.0,0.833,0.167,nytimes,"Pedro Markun once thought hacking Brazil’s political system was the best way to change it. Now, he wants to do more… https://t.co/DIb3KpEtxn",81
381,-0.3182,2018-06-03 09:33:36+00:00,0.18,0.71,0.109,nytimes,"The author Malcolm Gladwell: ""I would release 95% of prisoners if I had the chance"" https://t.co/eSrFSbsoHc",82
382,-0.34,2018-06-03 09:16:43+00:00,0.112,0.888,0.0,nytimes,The work culture for families has been stubbornly slow to change in Washington. Meet the federal regulator who brin… https://t.co/ln0ZRVntC8,83
383,0.0,2018-06-03 09:00:18+00:00,0.0,1.0,0.0,nytimes,The gear you’ll need to survive in the wilderness. (Or your backyard.) https://t.co/AUQEtB08Im,84
384,-0.34,2018-06-03 08:42:13+00:00,0.146,0.854,0.0,nytimes,"Trilobites: Ladybugs, Aphids and the Toxic Combat That Might Be Happening in Your Garden https://t.co/OFiK5yf0JQ",85
385,-0.296,2018-06-03 08:27:09+00:00,0.099,0.901,0.0,nytimes,"An R-rated movie with Melissa McCarthy and a cast of puppets can use the tagline ""No Sesame. All Street."" For now.  https://t.co/bVG1KqEG1y",86
386,0.9001,2018-06-03 08:10:35+00:00,0.0,0.519,0.481,nytimes,"In this environment, free of goals, free of the promise of a new challenge, you become a true human animal https://t.co/wU2D3oLMi8",87
387,-0.5994,2018-06-03 07:53:31+00:00,0.255,0.637,0.109,nytimes,"The good, the bad and the ugly of college admissions in the U.S.: college-bound high school seniors tell all https://t.co/Jt7aEuI9Jm",88
388,0.5106,2018-06-03 07:36:56+00:00,0.0,0.858,0.142,nytimes,A reader who always wondered how her father survived the Holocaust found the answer in one of our obituaries. “I ha… https://t.co/jdOwtN3UPV,89
389,0.0,2018-06-03 07:20:12+00:00,0.0,1.0,0.0,nytimes,"""What is the responsibility of a sibling for a sibling?"" https://t.co/yi7RoKC4a5",90
390,0.5719,2018-06-03 07:03:22+00:00,0.0,0.734,0.266,nytimes,"Egalitarian and sincere, Norway’s version of New Nordic cooking is frisky, witty and unpretentious https://t.co/qxsp1OZtaH",91
391,-0.0516,2018-06-03 06:46:33+00:00,0.196,0.616,0.188,nytimes,"Jonathan Kasdan on the romantic comedy that provided entree to ""Raiders,"" the highs and lows of his ""Star Wars"" wor… https://t.co/az9BXVlhSV",92
392,-0.3182,2018-06-03 06:29:54+00:00,0.126,0.874,0.0,nytimes,"Summer, once the dumping ground of television, is now the season with a little something for everyone https://t.co/zah4CJYrIz",93
393,0.4767,2018-06-03 06:13:24+00:00,0.0,0.846,0.154,nytimes,"Bill Clinton: ""I wanted to become a politician because I was fascinated by people, policy and politics. I read book… https://t.co/FibiADvaTo",94
394,0.0,2018-06-03 05:55:23+00:00,0.0,1.0,0.0,nytimes,Louder background music makes people choose less healthful foods https://t.co/8OBxjOMHUm,95
395,0.2263,2018-06-03 05:38:31+00:00,0.0,0.881,0.119,nytimes,"A photographer's 3-decade exploration of Hanoi, Vietnam, charts the city’s architectural, cultural and economic evo… https://t.co/Svhe9pIiFh",96
396,0.0,2018-06-03 05:21:26+00:00,0.0,1.0,0.0,nytimes,"In @NYTOpinion 

Op-Ed Contributor Margaret Renkl writes, ""I don't know what these legislators are thinking. Maybe… https://t.co/4lTN9bSdvG",97
397,0.3291,2018-06-03 05:03:44+00:00,0.0,0.821,0.179,nytimes,"""I want my son to feel the immediate ease I do when I walk into a room full of Southern voices, but I don’t want ot… https://t.co/nYdLWa8F2z",98
398,0.0,2018-06-03 04:45:28+00:00,0.0,1.0,0.0,nytimes,"Young adults are not only marrying and having children later in life than previous generations, but taking more tim… https://t.co/qeTRTtsRfg",99
399,-0.8442,2018-06-03 04:27:35+00:00,0.363,0.637,0.0,nytimes,"""The thought of either of my 2 sons harassing or assaulting another person, or being victims themselves, is enough… https://t.co/jD5QFTmW10",100
400,0.5423,2018-06-04 02:19:13+00:00,0.0,0.811,0.189,FoxNews,".@DavidLimbaugh: ""We all start out with a presumption that the @FBI and @TheJusticeDept are honorable institutions.… https://t.co/5YdymKvtK9",1
401,-0.6486,2018-06-04 02:04:00+00:00,0.212,0.788,0.0,FoxNews,"'Builder to the stars,' his wife among 4 reported dead after plane crashes off New York coast https://t.co/A5ZHAINqsz",2
402,-0.4215,2018-06-04 01:58:01+00:00,0.237,0.763,0.0,FoxNews,Gaza preschoolers seen performing mock execution of Israeli soldier https://t.co/d8V3NsFSxG,3
403,0.5859,2018-06-04 01:54:50+00:00,0.0,0.745,0.255,FoxNews,".@GovMikeHuckabee: 'Please, God, Let Nancy Pelosi Continue to Be the Voice of the Democratic Party' https://t.co/1zWZ3neFVH",4
404,0.0,2018-06-04 01:48:55+00:00,0.0,1.0,0.0,FoxNews,Homelessness by state. @NextRevFNC https://t.co/JkphdMznsF,5
405,-0.5719,2018-06-04 01:46:10+00:00,0.266,0.622,0.112,FoxNews,Indiana police officers support daughter of fallen trooper at graduation more than 10 years after his death https://t.co/RLo2QV4yK3,6
406,0.25,2018-06-04 01:36:18+00:00,0.0,0.889,0.111,FoxNews,".@BradSherman: ""Once we get comprehensive immigration reform, then California will fully cooperate. Why are we tryi… https://t.co/UVpN6T1FvV",7
407,-0.7906,2018-06-04 01:31:55+00:00,0.304,0.696,0.0,FoxNews,".@GovernorDavis on immigration in California: ""The state has one obligation, to reduce crime. To get crime solved,… https://t.co/2hrnxWy6X4",8
408,-0.4767,2018-06-04 01:22:47+00:00,0.275,0.611,0.115,FoxNews,".@AntonioSabatoJr: ""There's a difference between legal and illegal immigration."" @NextRevFNC https://t.co/97nm2kxvIo",9
409,0.3612,2018-06-04 01:16:12+00:00,0.0,0.878,0.122,FoxNews,".@KennedyNation on Russia probe: ""I think John Brennan, like James @Comey, they think they're saviors of these gild… https://t.co/BRe4zHXYfq",10
410,0.0,2018-06-04 01:07:59+00:00,0.0,1.0,0.0,FoxNews,".@KennedyNation: ""There's always a disconnect between the way Washington sees the economy and the way families see… https://t.co/fMdKTR67GY",11
411,-0.296,2018-06-04 00:59:25+00:00,0.167,0.833,0.0,FoxNews,"High school biology teacher, 34, accused of having sex with student https://t.co/1TNSKr6P6S",12
412,-0.6597,2018-06-04 00:53:00+00:00,0.351,0.649,0.0,FoxNews,Portland sees bloody fighting as Antifa activists storm Patriot Prayer rally https://t.co/KUondrTvuy,13
413,0.0,2018-06-04 00:46:00+00:00,0.0,1.0,0.0,FoxNews,Patriotic Business Pushes Back After Town Tells It to Remove 'Excessive' American Flags https://t.co/xdQLQoXMUI,14
414,0.3182,2018-06-04 00:41:00+00:00,0.0,0.839,0.161,FoxNews,OPINION: Here are ten ways to pray for our high school graduates  https://t.co/RNcYMNtV7K,15
415,-0.8176,2018-06-04 00:32:33+00:00,0.385,0.615,0.0,FoxNews,"Dallas woman says she killed husband for beating their pet cat, cops say https://t.co/xOMiV6fqIb",16
416,-0.4404,2018-06-04 00:22:25+00:00,0.34,0.503,0.157,FoxNews,"'Fight Club' author learns big reason why he's broke, apologizes https://t.co/1Ex6FK8BBZ",17
417,-0.5574,2018-06-04 00:17:15+00:00,0.286,0.714,0.0,FoxNews,'Solo: A Star Wars Story' plummeting at the box office https://t.co/9ANVkdsv65,18
418,-0.4404,2018-06-04 00:12:15+00:00,0.132,0.868,0.0,FoxNews,"RT @FoxNewsResearch: African-American Unemployment Rate:
•May 2010: 15.5%
•May 2011: 16.3%
•May 2012: 13.5%
•May 2013: 13.4%
•May 2014: 11.…",19
419,0.6369,2018-06-04 00:04:41+00:00,0.0,0.754,0.246,FoxNews,"RT @FoxNewsResearch: U.S. Share of Global Military Spending
—2017—
•Ranks as world's top spender
•$610 billion, 35% of global share
•Down f…",20
420,0.128,2018-06-03 23:59:06+00:00,0.0,0.824,0.176,FoxNews,Legal bare-knuckle boxing kicks off in Wyoming https://t.co/GVeQhrZmC5,21
421,-0.5423,2018-06-03 23:54:14+00:00,0.259,0.741,0.0,FoxNews,"Guatemala volcano kills at least 6, covers villages in ash https://t.co/P8GiPf4XJS",22
422,0.0,2018-06-03 23:48:34+00:00,0.0,1.0,0.0,FoxNews,".@larry_kudlow on NK summit: ""The key point is that we're sitting down. And the second key point is that the presid… https://t.co/RB2obq3U66",23
423,-0.5096,2018-06-03 23:39:24+00:00,0.223,0.777,0.0,FoxNews,".@larry_kudlow on tariffs: ""If you don't have a level playing field, you can't operate free trade."" #FoxNewsSunday… https://t.co/xaRSsCUxi4",24
424,0.3595,2018-06-03 23:39:00+00:00,0.0,0.849,0.151,FoxNews,MONDAY: @PressSec Sarah Sanders and @MarkLevinShow join @SeanHannity at 9p ET. Tune in! #Hannity https://t.co/KRHjcUfAdo,25
425,0.0,2018-06-03 23:18:00+00:00,0.0,1.0,0.0,FoxNews,.@Lavarbigballer has a message for @NFL players who disapprove of the national anthem policy — stand up or get out.… https://t.co/bvsrVr1XAc,26
426,0.1154,2018-06-03 23:12:02+00:00,0.0,0.925,0.075,FoxNews,".@CLewandowski_: ""@POTUS has offered to sit down with the Mueller investigators but he has said...they want to unde… https://t.co/pmHg7lWqdF",27
427,0.5423,2018-06-03 22:55:08+00:00,0.152,0.464,0.384,FoxNews,"Despair, hope and drugs in America: Is anyone safe? https://t.co/efhC6Z0YJx",28
428,-0.8519,2018-06-03 22:49:46+00:00,0.41,0.537,0.054,FoxNews,Alabama death row inmate apparently commits suicide by hanging himself in jail cell https://t.co/cUmLPCZfvj,29
429,0.0,2018-06-03 22:39:42+00:00,0.0,1.0,0.0,FoxNews,Bill Clinton says impeachment hearings would have begun already if a Democrat were president  https://t.co/TWY3zf1R6R,30
430,0.0,2018-06-03 22:34:28+00:00,0.0,1.0,0.0,FoxNews,"#RoyalWedding expert 'Thomas J. Mace-Archer-Mills' is actually 'Tommy' from NY, reports say https://t.co/Lc2etr4Y3T",31
431,0.2732,2018-06-03 22:22:00+00:00,0.0,0.792,0.208,FoxNews,.@jimmyfallon gives surprise speech at Stoneman Douglas graduation https://t.co/B1x3Xe3gAQ,32
432,0.0,2018-06-03 22:15:00+00:00,0.0,1.0,0.0,FoxNews,Michael Goodwin: James Comey isn't above the law https://t.co/kxnW3mn3t1,33
